,Date,Time,T,RH,AH,CO,CO_diff
6073,18/11/2004,19.0,16.8,55.2,1.048,4.9,7.547385068461904
6074,18/11/2004,20.0,16.6,56.5,1.0551,5.4,10.544635524547388
6075,18/11/2004,21.0,16.3,58.1,1.0648,4.3,4.610684521159319
6076,18/11/2004,22.0,15.9,59.0,1.059,3.1,0.8972834265541583
6077,18/11/2004,23.0,15.9,59.4,1.0628,2.5,0.12058287925157687
6078,19/11/2004,0.0,15.7,60.9,1.0774,2.4,0.06113278803447997
6079,19/11/2004,1.0,16.1,59.5,1.0811,1.9,0.06388233194899573
6080,19/11/2004,2.0,15.5,63.8,1.1119,1.3,0.7271817846464144
6081,19/11/2004,3.0,14.9,65.3,1.1018,1.2,0.9077316934293177
6082,19/11/2004,4.0,14.7,64.4,1.0704,1.1,1.1082816022122206
6083,19/11/2004,5.0,14.7,59.8,0.9968,0.9,1.5693814197780274
6084,19/11/2004,6.0,15.4,55.9,0.9722,1.0,1.3288315109951239
6085,19/11/2004,7.0,14.5,63.0,1.0319,1.6,0.30553205829770497
6086,19/11/2004,8.0,14.7,63.1,1.0513,4.8,7.007934977244804
6087,19/11/2004,9.0,15.2,62.2,1.0641,5.9,14.041885980632873
6088,19/11/2004,10.0,16.1,59.2,1.0736,5.6,11.883535706981577
6089,19/11/2004,11.0,17.0,55.9,1.0741,3.5,1.8150837914225455
6090,19/11/2004,12.0,17.6,52.2,1.0396,2.8,0.41893315290286726
6091,19/11/2004,13.0,17.3,55.4,1.0836,3.6,2.0945338826396425
6092,19/11/2004,14.0,17.8,53.5,1.0833,4.8,7.007934977244804
6093,19/11/2004,15.0,18.3,52.3,1.0922,5.0,8.106835159679
6094,19/11/2004,16.0,18.3,52.8,1.1016,5.6,11.883535706981577
6095,19/11/2004,17.0,17.7,56.6,1.133,7.5,28.593087440106427
6096,19/11/2004,18.0,17.3,58.2,1.1435,7.2,25.474737166455128
6097,19/11/2004,19.0,16.2,62.6,1.1455,8.3,37.78868816984321
6098,19/11/2004,20.0,15.2,57.5,0.9829,8.6,41.56703844349449
6099,19/11/2004,21.0,14.2,27.7,0.4451,4.3,4.610684521159319
6100,19/11/2004,22.0,13.4,14.3,0.2185,2.6,0.20003297046867383
6101,19/11/2004,23.0,12.8,14.8,0.218,2.6,0.20003297046867383
6102,20/11/2004,0.0,12.2,14.0,0.1988,2.7,0.2994830616857708
6103,20/11/2004,1.0,12.0,14.5,0.2029,2.7,0.2994830616857708
6104,20/11/2004,2.0,10.8,17.0,0.2193,2.6,0.20003297046867383
6105,20/11/2004,3.0,10.4,19.2,0.242,2.4,0.06113278803447997
6107,20/11/2004,5.0,9.0,23.1,0.2648,0.6,2.411031146126736
6108,20/11/2004,6.0,8.7,24.7,0.2785,0.7,2.1104812373438335
6109,20/11/2004,7.0,6.9,39.4,0.3948,1.2,0.9077316934293177
6110,20/11/2004,8.0,6.3,44.8,0.431,2.0,0.02333242316609255
6111,20/11/2004,9.0,7.2,43.2,0.4417,2.8,0.41893315290286726
6112,20/11/2004,10.0,11.9,27.9,0.3882,2.9,0.5583832441199642
6113,20/11/2004,11.0,14.8,17.9,0.2977,2.2,0.0022326056002862998
6114,20/11/2004,12.0,14.8,14.3,0.2397,1.6,0.30553205829770497
6115,20/11/2004,13.0,14.7,15.5,0.2586,1.5,0.42608196708060825
6116,20/11/2004,14.0,14.7,16.6,0.2756,1.9,0.06388233194899573
6117,20/11/2004,15.0,14.8,15.6,0.2615,1.5,0.42608196708060825
6118,20/11/2004,16.0,15.3,14.3,0.2462,1.8,0.12443224073189879
6119,20/11/2004,17.0,13.5,19.5,0.3003,3.4,1.5556337002054486
6120,20/11/2004,18.0,11.1,31.8,0.4187,4.6,5.9890347948106095
6121,20/11/2004,19.0,10.2,33.4,0.4143,1.6,0.30553205829770497
6122,20/11/2004,20.0,9.5,35.9,0.4273,1.2,0.9077316934293177
6123,20/11/2004,21.0,8.0,39.8,0.4286,1.2,0.9077316934293177
6124,20/11/2004,22.0,6.6,44.1,0.4333,0.9,1.5693814197780274
6125,20/11/2004,23.0,6.1,45.2,0.4295,0.7,2.1104812373438335
6126,21/11/2004,0.0,5.2,50.8,0.452,2.5,0.12058287925157687
6127,21/11/2004,1.0,4.9,53.0,0.4629,1.5,0.42608196708060825
6128,21/11/2004,2.0,5.3,48.7,0.4364,0.5,2.7315810549096398
6129,21/11/2004,3.0,4.2,53.6,0.4454,0.3,3.4326808724754456
6130,21/11/2004,4.0,3.1,56.3,0.4368,0.5,2.7315810549096398
6131,21/11/2004,5.0,4.1,52.2,0.4338,0.1,4.2137806900412516
6132,21/11/2004,6.0,3.5,55.9,0.4431,0.2,3.813230781258349
6134,21/11/2004,8.0,1.3,65.3,0.4457,0.2,3.813230781258349
6135,21/11/2004,9.0,3.2,57.0,0.4434,0.5,2.7315810549096398
6136,21/11/2004,10.0,7.2,42.8,0.4356,0.4,3.072130963692543
6137,21/11/2004,11.0,10.3,34.2,0.4291,0.8,1.82993132856093
6138,21/11/2004,12.0,10.9,33.8,0.4393,1.5,0.42608196708060825
6139,21/11/2004,13.0,12.2,30.0,0.4245,1.9,0.06388233194899573
6140,21/11/2004,14.0,13.3,24.3,0.3686,1.1,1.1082816022122206
6141,21/11/2004,15.0,15.2,18.7,0.3214,0.3,3.4326808724754456
6142,21/11/2004,16.0,14.9,21.7,0.3646,0.9,1.5693814197780274
6143,21/11/2004,17.0,13.1,25.4,0.3814,2.1,0.002782514383189408
6144,21/11/2004,18.0,11.7,32.7,0.4472,2.4,0.06113278803447997
6145,21/11/2004,19.0,10.1,34.4,0.4249,1.6,0.30553205829770497
6146,21/11/2004,20.0,9.8,36.0,0.4364,1.1,1.1082816022122206
6147,21/11/2004,21.0,7.1,43.2,0.436,1.3,0.7271817846464144
6148,21/11/2004,22.0,5.9,47.8,0.4459,0.8,1.82993132856093
6149,21/11/2004,23.0,5.3,50.5,0.453,1.0,1.3288315109951239
6150,22/11/2004,0.0,5.6,48.0,0.4412,0.3,3.4326808724754456
6151,22/11/2004,1.0,3.9,55.9,0.4568,1.0,1.3288315109951239
6152,22/11/2004,2.0,3.3,58.0,0.4551,0.4,3.072130963692543
6153,22/11/2004,3.0,3.7,56.3,0.4544,0.1,4.2137806900412516
6156,22/11/2004,6.0,3.7,57.9,0.4651,0.1,4.2137806900412516
6157,22/11/2004,7.0,4.5,54.8,0.466,0.4,3.072130963692543
6158,22/11/2004,8.0,4.9,55.8,0.4882,2.4,0.06113278803447997
6159,22/11/2004,9.0,5.4,55.1,0.497,3.1,0.8972834265541583
6160,22/11/2004,10.0,6.2,51.8,0.4952,3.1,0.8972834265541583
6161,22/11/2004,11.0,6.8,49.8,0.4959,2.7,0.2994830616857708
6162,22/11/2004,12.0,7.3,50.6,0.5184,2.3,0.021682696817383097
6163,22/11/2004,13.0,7.8,49.0,0.5191,3.0,0.7178333353370612
6164,22/11/2004,14.0,8.0,49.2,0.5282,3.6,2.0945338826396425
6165,22/11/2004,15.0,8.3,49.3,0.5414,3.1,0.8972834265541583
6166,22/11/2004,16.0,8.5,49.6,0.5517,3.5,1.8150837914225455
6167,22/11/2004,17.0,8.5,52.6,0.5856,4.0,3.41233424750803
6168,22/11/2004,18.0,8.9,53.4,0.6117,6.3,17.199686345501252
6169,22/11/2004,19.0,9.1,53.8,0.6216,6.9,22.536386892803847
6170,22/11/2004,20.0,8.9,54.2,0.6183,6.5,18.898586527935457
6171,22/11/2004,21.0,8.5,54.2,0.6054,3.3,1.3161836089883514
6172,22/11/2004,22.0,8.5,57.8,0.6432,2.4,0.06113278803447997
6173,22/11/2004,23.0,7.7,71.1,0.7503,1.7,0.204982149514802
6174,23/11/2004,0.0,7.9,72.5,0.7766,1.3,0.7271817846464144
6175,23/11/2004,1.0,8.0,75.3,0.8079,1.1,1.1082816022122206
6176,23/11/2004,2.0,8.0,76.2,0.8217,0.8,1.82993132856093
6177,23/11/2004,3.0,7.8,81.3,0.8631,0.3,3.4326808724754456
6179,23/11/2004,5.0,8.2,81.4,0.888,1.3,0.7271817846464144
6180,23/11/2004,6.0,8.5,81.1,0.8989,1.4,0.5666318758635115
6181,23/11/2004,7.0,8.9,79.3,0.9088,2.1,0.002782514383189408
6182,23/11/2004,8.0,9.5,77.9,0.9278,4.5,5.509584703593514
6183,23/11/2004,9.0,9.9,77.6,0.9488,5.7,12.582985798198678
6184,23/11/2004,10.0,10.7,76.2,0.9798,6.6,19.778036619152548
6185,23/11/2004,11.0,11.8,72.2,0.9948,5.0,8.106835159679
6186,23/11/2004,12.0,13.3,66.9,1.0163,5.3,9.905185433330288
6187,23/11/2004,13.0,13.8,67.0,1.0513,5.4,10.544635524547388
6188,23/11/2004,14.0,13.9,67.6,1.0666,7.3,26.49418725767222
6189,23/11/2004,15.0,14.2,66.8,1.073,5.1,8.686285250896093
6190,23/11/2004,16.0,14.2,67.8,1.0879,5.3,9.905185433330288
6191,23/11/2004,17.0,13.6,71.0,1.1018,7.3,26.49418725767222
6192,23/11/2004,18.0,13.2,72.6,1.0936,10.2,64.75823990296803
6193,23/11/2004,19.0,12.4,74.7,1.0741,11.9,95.00889145365869
6194,23/11/2004,20.0,11.5,76.2,1.0324,11.5,87.37109108879031
6195,23/11/2004,21.0,10.4,79.3,0.9993,8.3,37.78868816984321
6196,23/11/2004,22.0,10.0,82.5,1.015,4.7,6.488484886027709
6197,23/11/2004,23.0,10.0,82.6,1.0163,4.0,3.41233424750803
6198,24/11/2004,0.0,10.1,83.5,1.0296,3.9,3.052884156290933
6199,24/11/2004,1.0,10.0,83.6,1.0235,2.8,0.41893315290286726
6200,24/11/2004,2.0,10.4,80.8,1.0191,2.3,0.021682696817383097
6201,24/11/2004,3.0,10.6,80.3,1.0252,1.8,0.12443224073189879
6202,24/11/2004,4.0,10.6,78.8,1.008,1.4,0.5666318758635115
6203,24/11/2004,5.0,10.5,77.8,0.9839,1.0,1.3288315109951239
6204,24/11/2004,6.0,9.8,79.2,0.9567,1.0,1.3288315109951239
6205,24/11/2004,7.0,9.5,80.3,0.9532,1.8,0.12443224073189879
6206,24/11/2004,8.0,9.8,80.5,0.9724,3.8,2.7134340650738356
6207,24/11/2004,9.0,10.3,80.3,1.002,4.2,4.191234429942225
6208,24/11/2004,10.0,11.1,77.2,1.0175,3.6,2.0945338826396425
6209,24/11/2004,11.0,13.3,68.8,1.0505,3.3,1.3161836089883514
6210,24/11/2004,12.0,15.1,58.3,0.9978,2.0,0.02333242316609255
6211,24/11/2004,13.0,15.6,56.2,0.9876,2.0,0.02333242316609255
6212,24/11/2004,14.0,15.4,59.6,1.0375,2.9,0.5583832441199642
6213,24/11/2004,15.0,14.6,63.7,1.0508,2.7,0.2994830616857708
6214,24/11/2004,16.0,13.7,66.8,1.0432,3.4,1.5556337002054486
6215,24/11/2004,17.0,12.3,72.5,1.0331,4.5,5.509584703593514
6216,24/11/2004,18.0,10.8,77.2,1.0021,6.1,15.580786163067062
6217,24/11/2004,19.0,10.2,80.4,1.0003,6.8,21.596936801586736
6218,24/11/2004,20.0,10.1,79.3,0.9795,8.4,39.0281382610603
6219,24/11/2004,21.0,10.0,76.1,0.9329,5.3,9.905185433330288
6220,24/11/2004,22.0,8.6,82.3,0.9198,4.5,5.509584703593514
6221,24/11/2004,23.0,7.7,84.3,0.8881,4.1,3.7917843387251255
6222,25/11/2004,0.0,7.1,84.1,0.8557,4.0,3.41233424750803
6223,25/11/2004,1.0,6.7,83.2,0.819,4.0,3.41233424750803
6224,25/11/2004,2.0,6.0,83.0,0.78,3.0,0.7178333353370612
6225,25/11/2004,3.0,5.1,84.0,0.7439,2.1,0.002782514383189408
6226,25/11/2004,4.0,4.3,85.4,0.7152,2.2,0.0022326056002862998
6227,25/11/2004,5.0,4.0,85.7,0.7041,2.2,0.0022326056002862998
6228,25/11/2004,6.0,4.0,84.4,0.6943,2.0,0.02333242316609255
6229,25/11/2004,7.0,4.0,83.1,0.682,2.2,0.0022326056002862998
6230,25/11/2004,8.0,4.4,81.3,0.689,4.0,3.41233424750803
6231,25/11/2004,9.0,6.7,72.6,0.718,4.8,7.007934977244804
6232,25/11/2004,10.0,10.0,63.4,0.7791,4.6,5.9890347948106095
6233,25/11/2004,11.0,13.6,48.7,0.7547,2.8,0.41893315290286726
6234,25/11/2004,12.0,14.6,46.5,0.7687,2.1,0.002782514383189408
6235,25/11/2004,13.0,15.4,43.0,0.7483,2.0,0.02333242316609255
6236,25/11/2004,14.0,16.4,38.2,0.7081,2.5,0.12058287925157687
6237,25/11/2004,15.0,16.8,37.6,0.7129,2.5,0.12058287925157687
6238,25/11/2004,16.0,16.8,36.7,0.6944,2.8,0.41893315290286726
6239,25/11/2004,17.0,15.4,41.3,0.7151,4.0,3.41233424750803
6240,25/11/2004,18.0,13.8,48.9,0.7699,4.5,5.509584703593514
6241,25/11/2004,19.0,13.3,50.9,0.7745,3.1,0.8972834265541583
6242,25/11/2004,20.0,11.5,57.3,0.7786,2.6,0.20003297046867383
6243,25/11/2004,21.0,10.7,59.8,0.7674,2.6,0.20003297046867383
6244,25/11/2004,22.0,10.0,61.8,0.7576,2.0,0.02333242316609255
6245,25/11/2004,23.0,9.9,62.1,0.7566,1.8,0.12443224073189879
6246,26/11/2004,0.0,9.3,64.5,0.7554,2.5,0.12058287925157687
6247,26/11/2004,1.0,9.1,65.7,0.7607,2.3,0.021682696817383097
6248,26/11/2004,2.0,8.9,71.8,0.818,2.1,0.002782514383189408
6249,26/11/2004,3.0,9.1,72.9,0.8429,1.5,0.42608196708060825
6251,26/11/2004,5.0,9.0,77.3,0.8873,1.2,0.9077316934293177
6252,26/11/2004,6.0,9.1,77.3,0.8944,1.0,1.3288315109951239
6253,26/11/2004,7.0,9.3,76.9,0.9007,1.7,0.204982149514802
6254,26/11/2004,8.0,10.0,75.0,0.9179,4.3,4.610684521159319
6255,26/11/2004,9.0,10.6,72.7,0.9272,5.8,13.302435889415772
6256,26/11/2004,10.0,12.4,64.8,0.931,5.6,11.883535706981577
6257,26/11/2004,11.0,13.7,59.9,0.9335,4.0,3.41233424750803
6258,26/11/2004,12.0,14.9,57.0,0.9564,4.0,3.41233424750803
6259,26/11/2004,13.0,15.5,56.2,0.9814,4.9,7.547385068461904
6260,26/11/2004,14.0,15.8,56.3,1.0026,5.6,11.883535706981577
6261,26/11/2004,15.0,15.8,57.9,1.0292,5.1,8.686285250896093
6262,26/11/2004,16.0,15.7,58.9,1.0432,6.2,16.38023625428416
6263,26/11/2004,17.0,15.5,61.2,1.067,7.7,30.77198762254061
6264,26/11/2004,18.0,15.5,62.8,1.0979,10.1,63.15878981175094
6265,26/11/2004,19.0,15.6,64.9,1.1396,6.4,18.039136436718362
6266,26/11/2004,20.0,15.1,67.0,1.1394,7.7,30.77198762254061
6267,26/11/2004,21.0,14.6,67.7,1.1164,8.1,35.369787987409005
6268,26/11/2004,22.0,13.8,67.8,1.0609,4.7,6.488484886027709
6269,26/11/2004,23.0,13.4,69.0,1.0579,4.3,4.610684521159319
6270,27/11/2004,0.0,13.0,73.7,1.0957,4.1,3.7917843387251255
6271,27/11/2004,1.0,12.7,77.5,1.1339,4.2,4.191234429942225
6272,27/11/2004,2.0,12.4,78.4,1.1269,3.8,2.7134340650738356
6273,27/11/2004,3.0,11.9,79.7,1.1075,2.7,0.2994830616857708
6274,27/11/2004,4.0,11.9,80.7,1.1199,2.4,0.06113278803447997
6275,27/11/2004,5.0,13.2,75.8,1.1459,2.0,0.02333242316609255
6276,27/11/2004,6.0,12.3,81.9,1.1674,1.7,0.204982149514802
6277,27/11/2004,7.0,12.8,80.8,1.1898,2.1,0.002782514383189408
6278,27/11/2004,8.0,13.7,76.3,1.1932,2.5,0.12058287925157687
6279,27/11/2004,9.0,13.4,78.8,1.2104,3.8,2.7134340650738356
6280,27/11/2004,10.0,13.8,77.8,1.2201,3.9,3.052884156290933
6281,27/11/2004,11.0,15.1,73.2,1.244,4.2,4.191234429942225
6282,27/11/2004,12.0,15.8,70.5,1.2557,4.0,3.41233424750803
6283,27/11/2004,13.0,15.4,73.3,1.27,4.4,5.050134612376419
6284,27/11/2004,14.0,15.6,71.4,1.2596,4.7,6.488484886027709
6285,27/11/2004,15.0,16.3,68.7,1.2596,4.6,5.9890347948106095
6286,27/11/2004,16.0,16.4,68.2,1.2662,4.8,7.007934977244804
6287,27/11/2004,17.0,15.6,70.2,1.238,4.5,5.509584703593514
6288,27/11/2004,18.0,14.2,75.8,1.2202,5.6,11.883535706981577
6289,27/11/2004,19.0,14.0,74.6,1.1865,4.9,7.547385068461904
6290,27/11/2004,20.0,13.3,75.8,1.1506,5.3,9.905185433330288
6291,27/11/2004,21.0,13.7,72.5,1.1326,4.6,5.9890347948106095
6292,27/11/2004,22.0,12.8,73.8,1.0853,2.4,0.06113278803447997
6293,27/11/2004,23.0,11.2,78.3,1.0415,2.7,0.2994830616857708
6294,28/11/2004,0.0,10.6,79.4,1.0133,2.5,0.12058287925157687
6295,28/11/2004,1.0,10.8,77.5,1.0027,2.3,0.021682696817383097
6297,28/11/2004,3.0,10.3,77.6,0.9743,1.3,0.7271817846464144
6298,28/11/2004,4.0,10.3,74.9,0.9362,1.0,1.3288315109951239
6299,28/11/2004,5.0,11.2,69.0,0.9159,0.9,1.5693814197780274
6300,28/11/2004,6.0,8.9,77.1,0.8804,0.7,2.1104812373438335
6301,28/11/2004,7.0,9.5,73.3,0.8719,0.8,1.82993132856093
6302,28/11/2004,8.0,8.6,77.2,0.8617,1.0,1.3288315109951239
6303,28/11/2004,9.0,8.6,76.6,0.8586,1.1,1.1082816022122206
6304,28/11/2004,10.0,9.7,72.0,0.8649,0.8,1.82993132856093
6305,28/11/2004,11.0,11.1,68.2,0.8979,1.4,0.5666318758635115
6306,28/11/2004,12.0,11.8,65.0,0.8966,2.2,0.0022326056002862998
6307,28/11/2004,13.0,12.1,64.8,0.9135,2.7,0.2994830616857708
6308,28/11/2004,14.0,12.6,63.2,0.9209,2.3,0.021682696817383097
6309,28/11/2004,15.0,13.4,61.9,0.9513,1.9,0.06388233194899573
6310,28/11/2004,16.0,13.3,63.3,0.9597,2.7,0.2994830616857708
6311,28/11/2004,17.0,11.2,70.9,0.9406,3.2,1.0967335177712554
6312,28/11/2004,18.0,9.6,76.5,0.9184,3.2,1.0967335177712554
6313,28/11/2004,19.0,9.9,76.3,0.9296,3.5,1.8150837914225455
6314,28/11/2004,20.0,10.4,74.6,0.9394,4.5,5.509584703593514
6315,28/11/2004,21.0,10.3,75.1,0.9399,4.1,3.7917843387251255
6316,28/11/2004,22.0,10.4,75.4,0.947,3.3,1.3161836089883514
6317,28/11/2004,23.0,10.5,75.4,0.9566,3.1,0.8972834265541583
6318,29/11/2004,0.0,10.2,78.4,0.9757,3.0,0.7178333353370612
6319,29/11/2004,1.0,9.9,80.5,0.984,2.3,0.021682696817383097
6320,29/11/2004,2.0,9.8,81.4,0.9855,2.3,0.021682696817383097
6321,29/11/2004,3.0,9.5,81.7,0.9693,1.7,0.204982149514802
6322,29/11/2004,4.0,8.9,83.0,0.9487,1.5,0.42608196708060825
6323,29/11/2004,5.0,8.8,83.7,0.9529,1.3,0.7271817846464144
6324,29/11/2004,6.0,8.7,84.2,0.9526,1.4,0.5666318758635115
6325,29/11/2004,7.0,8.7,83.7,0.9454,2.0,0.02333242316609255
6326,29/11/2004,8.0,9.6,80.8,0.9687,4.2,4.191234429942225
6327,29/11/2004,9.0,11.3,75.3,1.0048,5.9,14.041885980632873
6328,29/11/2004,10.0,13.8,68.5,1.0718,6.3,17.199686345501252
6329,29/11/2004,11.0,14.9,64.9,1.0929,6.6,19.778036619152548
6330,29/11/2004,12.0,15.3,63.2,1.0898,5.0,8.106835159679
6331,29/11/2004,13.0,18.6,49.1,1.0425,2.5,0.12058287925157687
6332,29/11/2004,14.0,18.6,49.3,1.0451,2.6,0.20003297046867383
6333,29/11/2004,15.0,18.4,49.9,1.0453,1.9,0.06388233194899573
6334,29/11/2004,16.0,17.9,51.4,1.0488,2.3,0.021682696817383097
6335,29/11/2004,17.0,18.0,51.9,1.0622,1.9,0.06388233194899573
6336,29/11/2004,18.0,16.7,57.3,1.0813,2.3,0.021682696817383097
6337,29/11/2004,19.0,17.3,57.0,1.1137,1.8,0.12443224073189879
6338,29/11/2004,20.0,16.8,58.7,1.1109,1.9,0.06388233194899573
6339,29/11/2004,21.0,16.5,59.2,1.1021,1.4,0.5666318758635115
6340,29/11/2004,22.0,16.3,59.7,1.0941,1.2,0.9077316934293177
6341,29/11/2004,23.0,16.0,61.6,1.1127,1.0,1.3288315109951239
6342,30/11/2004,0.0,15.6,66.6,1.1763,1.2,0.9077316934293177
6343,30/11/2004,1.0,13.8,80.4,1.2621,1.4,0.5666318758635115
6344,30/11/2004,2.0,13.2,84.4,1.2779,1.2,0.9077316934293177
6345,30/11/2004,3.0,13.6,82.8,1.2845,0.8,1.82993132856093
6346,30/11/2004,4.0,13.8,81.3,1.2767,0.6,2.411031146126736
6347,30/11/2004,5.0,13.6,75.5,1.172,0.6,2.411031146126736
6348,30/11/2004,6.0,11.5,81.4,1.1025,0.7,2.1104812373438335
6349,30/11/2004,7.0,11.8,80.7,1.1181,1.1,1.1082816022122206
6350,30/11/2004,8.0,12.3,78.9,1.1283,2.5,0.12058287925157687
6351,30/11/2004,9.0,13.0,76.0,1.1317,3.6,2.0945338826396425
6352,30/11/2004,10.0,13.7,70.9,1.1076,3.6,2.0945338826396425
6353,30/11/2004,11.0,14.0,70.9,1.1244,3.3,1.3161836089883514
6354,30/11/2004,12.0,14.6,65.9,1.088,2.0,0.02333242316609255
6355,30/11/2004,13.0,14.9,59.9,1.0063,1.9,0.06388233194899573
6356,30/11/2004,14.0,14.9,58.4,0.9839,2.2,0.0022326056002862998
6357,30/11/2004,15.0,15.3,54.3,0.9357,2.2,0.0022326056002862998
6358,30/11/2004,16.0,14.6,56.6,0.9367,3.8,2.7134340650738356
6359,30/11/2004,17.0,12.6,62.0,0.9027,3.5,1.8150837914225455
6360,30/11/2004,18.0,11.9,62.3,0.8674,5.2,9.285735342113194
6361,30/11/2004,19.0,11.6,64.3,0.8789,6.3,17.199686345501252
6362,30/11/2004,20.0,11.5,68.0,0.9207,6.8,21.596936801586736
6363,30/11/2004,21.0,10.7,73.9,0.9502,4.1,3.7917843387251255
6364,30/11/2004,22.0,9.6,83.0,0.9899,2.3,0.021682696817383097
6365,30/11/2004,23.0,9.6,79.9,0.9579,1.9,0.06388233194899573
6366,01/12/2004,0.0,9.8,79.4,0.9626,2.2,0.0022326056002862998
6367,01/12/2004,1.0,10.1,75.3,0.9322,1.3,0.7271817846464144
6368,01/12/2004,2.0,9.1,80.0,0.9299,1.2,0.9077316934293177
6369,01/12/2004,3.0,8.7,82.4,0.9294,0.9,1.5693814197780274
6371,01/12/2004,5.0,8.3,80.4,0.8861,0.6,2.411031146126736
6372,01/12/2004,6.0,8.9,79.2,0.9067,0.9,1.5693814197780274
6373,01/12/2004,7.0,8.7,80.8,0.9096,1.4,0.5666318758635115
6374,01/12/2004,8.0,9.0,79.8,0.9203,3.4,1.5556337002054486
6375,01/12/2004,9.0,9.5,78.3,0.9338,5.0,8.106835159679
6376,01/12/2004,10.0,10.4,76.0,0.9561,4.7,6.488484886027709
6377,01/12/2004,11.0,11.0,74.4,0.9736,3.2,1.0967335177712554
6378,01/12/2004,12.0,13.8,63.6,0.9959,3.5,1.8150837914225455
6379,01/12/2004,13.0,13.6,65.6,1.0167,4.0,3.41233424750803
6380,01/12/2004,14.0,13.7,66.5,1.038,5.7,12.582985798198678
6381,01/12/2004,15.0,13.0,73.0,1.086,5.0,8.106835159679
6382,01/12/2004,16.0,12.7,77.1,1.1251,5.6,11.883535706981577
6383,01/12/2004,17.0,12.3,79.7,1.1342,6.2,16.38023625428416
6384,01/12/2004,18.0,12.3,78.8,1.1279,7.5,28.593087440106427
6385,01/12/2004,19.0,12.5,72.6,1.0489,3.0,0.7178333353370612
6386,01/12/2004,20.0,11.8,76.1,1.0544,2.6,0.20003297046867383
6387,01/12/2004,21.0,11.3,79.9,1.0697,2.1,0.002782514383189408
6388,01/12/2004,22.0,11.1,84.3,1.1137,1.8,0.12443224073189879
6389,01/12/2004,23.0,11.3,83.1,1.1089,2.0,0.02333242316609255
6390,02/12/2004,0.0,11.6,81.0,1.1082,2.2,0.0022326056002862998
6391,02/12/2004,1.0,11.7,77.8,1.0689,1.9,0.06388233194899573
6392,02/12/2004,2.0,11.7,78.6,1.0813,1.6,0.30553205829770497
6393,02/12/2004,3.0,11.9,78.2,1.0856,1.1,1.1082816022122206
6394,02/12/2004,4.0,12.0,77.4,1.0825,0.9,1.5693814197780274
6395,02/12/2004,5.0,12.0,78.0,1.094,0.7,2.1104812373438335
6396,02/12/2004,6.0,12.4,75.3,1.0813,0.9,1.5693814197780274
6397,02/12/2004,7.0,12.5,76.4,1.1021,1.4,0.5666318758635115
6398,02/12/2004,8.0,12.9,73.8,1.0937,4.2,4.191234429942225
6399,02/12/2004,9.0,13.3,70.7,1.0749,5.0,8.106835159679
6400,02/12/2004,10.0,14.3,66.1,1.0711,4.4,5.050134612376419
6401,02/12/2004,11.0,15.4,63.9,1.1071,3.4,1.5556337002054486
6402,02/12/2004,12.0,15.9,62.7,1.1273,2.8,0.41893315290286726
6403,02/12/2004,13.0,16.4,61.9,1.1465,3.4,1.5556337002054486
6404,02/12/2004,14.0,18.0,58.0,1.1901,2.9,0.5583832441199642
6405,02/12/2004,15.0,19.2,57.9,1.2757,3.9,3.052884156290933
6406,02/12/2004,16.0,18.1,62.1,1.2822,4.0,3.41233424750803
6407,02/12/2004,17.0,16.7,67.3,1.2707,4.9,7.547385068461904
6408,02/12/2004,18.0,15.8,70.7,1.2601,7.7,30.77198762254061
6409,02/12/2004,19.0,15.4,73.0,1.2688,9.4,52.52263917323127
6410,02/12/2004,20.0,15.4,73.0,1.2648,7.8,31.891437713757703
6411,02/12/2004,21.0,15.3,73.6,1.2691,6.6,19.778036619152548
6412,02/12/2004,22.0,15.1,74.3,1.2623,4.7,6.488484886027709
6413,02/12/2004,23.0,14.2,78.0,1.254,4.8,7.007934977244804
6414,03/12/2004,0.0,14.1,81.4,1.3066,3.2,1.0967335177712554
6415,03/12/2004,1.0,14.4,82.7,1.3496,2.6,0.20003297046867383
6416,03/12/2004,2.0,14.1,84.1,1.3461,2.1,0.002782514383189408
6417,03/12/2004,3.0,14.1,84.8,1.3544,1.3,0.7271817846464144
6418,03/12/2004,4.0,14.0,84.1,1.3389,1.1,1.1082816022122206
6419,03/12/2004,5.0,13.9,85.1,1.3449,0.7,2.1104812373438335
6420,03/12/2004,6.0,13.8,85.5,1.3469,0.9,1.5693814197780274
6421,03/12/2004,7.0,13.8,85.3,1.3412,1.5,0.42608196708060825
6422,03/12/2004,8.0,13.7,84.5,1.3202,3.8,2.7134340650738356
6423,03/12/2004,9.0,13.9,83.9,1.3284,6.0,14.801336071849967
6424,03/12/2004,10.0,14.6,81.6,1.3448,5.1,8.686285250896093
6425,03/12/2004,11.0,15.8,74.7,1.3336,3.6,2.0945338826396425
6426,03/12/2004,12.0,16.4,72.1,1.336,3.0,0.7178333353370612
6427,03/12/2004,13.0,16.8,70.3,1.3341,3.1,0.8972834265541583
6428,03/12/2004,14.0,17.9,66.3,1.3499,3.3,1.3161836089883514
6429,03/12/2004,15.0,18.8,62.7,1.3506,3.4,1.5556337002054486
6430,03/12/2004,16.0,19.0,61.6,1.3407,4.6,5.9890347948106095
6431,03/12/2004,17.0,17.7,68.3,1.3713,6.9,22.536386892803847
6432,03/12/2004,18.0,16.5,71.7,1.3358,5.1,8.686285250896093
6433,03/12/2004,19.0,15.7,72.7,1.2872,4.9,7.547385068461904
